Recording	Participant	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	362	154794	154993	200			0.32674	0.67296	3.44509										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	531	154993	155027	33						337.32	54.49	56.39	1.97			0.32674	0.67296	0.36859	0.69044
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	363	155027	155227	200			0.36859	0.69044	3.36762										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	532	155227	155310	83						358.67	177.73	440.48	15.14			0.36859	0.69044	0.71205	0.69843
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	364	155310	155476	167			0.71205	0.69843	3.388										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	533	155476	155526	50						4.66	103.93	198.01	5.31			0.71205	0.69843	0.84346	0.68772
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	365	155526	155826	300			0.84346	0.68772	3.34569										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	534	155826	155893	67						181.16	288.9	520.58	19.64			0.84346	0.68772	0.39035	0.69692
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	366	155893	156176	283			0.39035	0.69692	3.48792										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	535	156176	156209	33						148.14	80.35	89.19	2.91			0.39035	0.69692	0.32783	0.65806
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	367	156209	156376	167			0.32783	0.65806	3.46224										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	536	156376	156459	83						356.51	254.9	437.29	21.39			0.32783	0.65806	0.82196	0.68816
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	368	156459	156775	316			0.82196	0.68816	3.61541										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	537	156775	156809	33						133.64	95.54	111.04	3.51			0.82196	0.68816	0.74938	0.61204
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	369	156809	157009	200			0.74938	0.61204	3.679										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	538	157009	157042	33						188.55	119.33	149.84	4.28			0.74938	0.61204	0.64756	0.62735
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	370	157042	157225	183			0.64756	0.62735	3.64878										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	539	157225	157275	50						176.09	82.22	144.01	4.11			0.64756	0.62735	0.5525	0.62085
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	371	157275	157475	200			0.5525	0.62085	3.69905										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	540	157475	157542	67						182.64	166.58	271.01	10.96			0.5525	0.62085	0.30412	0.63229
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	372	157542	157691	150			0.30412	0.63229	3.68781										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	541	157691	157708	17							35.57	35.57				0.30412	0.63229		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	542	157758	157791	33							90.04	124.96						0.3699	0.70782
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	373	157791	158224	433			0.3699	0.70782	3.60133										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	543	158224	158241	17						35.05	45.37	45.37	1.55			0.3699	0.70782	0.40343	0.68429
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	374	158241	158424	183			0.40343	0.68429	3.57213										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	544	158424	158508	83						357.76	249.18	474.43	20.48			0.40343	0.68429	0.88262	0.70303
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	375	158508	158957	450			0.88262	0.70303	3.71341										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	545	158957	158974	17						174.5	621.87	621.87	10.79			0.88262	0.70303	0.63174	0.67887
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	376	158974	159207	233			0.63174	0.67887	3.86606										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	546	159207	159257	50							37.83	49.03				0.63174	0.67887		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	547	159307	159390	83							204.1	600.45						0.19778	0.69365
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	377	159390	159623	233			0.19778	0.69365	3.76601										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	548	159623	159657	33						99.09	47.09	61.55	1.82			0.19778	0.69365	0.18669	0.62436
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	378	159657	159823	167			0.18669	0.62436	3.62603										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	549	159823	159907	83						352.92	250.14	606.81	21.34			0.18669	0.62436	0.66882	0.68428
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	379	159907	160190	283			0.66882	0.68428	3.50453										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	550	160190	160256	67						175.77	120.61	348.43	7.99			0.66882	0.68428	0.48855	0.67094
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	380	160256	160406	150			0.48855	0.67094	3.50587										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	551	160406	160440	33						200.35	106.13	139.93	4.24			0.48855	0.67094	0.3957	0.70537
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	381	160440	160556	117			0.3957	0.70537	3.50156										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	552	160556	160573	17						216.78	32.32	32.32	1.09			0.3957	0.70537	0.37313	0.72225
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	382	160573	160806	233			0.37313	0.72225	3.56566										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	553	160806	160856	50						173.42	182.21	297.88	9.13			0.37313	0.72225	0.1644	0.69815
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	383	160856	161172	316			0.1644	0.69815	3.44896										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	554	161172	161189	17						67.81	41.58	41.58	1.31			0.1644	0.69815	0.18222	0.65448
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	384	161189	161372	183			0.18222	0.65448	3.32872										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	555	161372	161455	83						353.03	237.03	611.84	20.25			0.18222	0.65448	0.63931	0.71038
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	385	161455	161655	200			0.63931	0.71038	3.38101										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	556	161655	161689	33						163.15	50.88	55.18	1.61			0.63931	0.71038	0.60494	0.69997
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	386	161689	162038	350			0.60494	0.69997	3.40151										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	557	162038	162122	83							221.33	611.19				0.60494	0.69997		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	558	162155	162172	17							34.85	34.85						0.17328	0.68315
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	387	162172	162305	133			0.17328	0.68315	3.34164										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	559	162305	162338	33						349.79	41.16	50.32	1.98			0.17328	0.68315	0.21808	0.69121
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	388	162338	162521	183			0.21808	0.69121	3.32182										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	560	162521	162605	83						359.36	234.3	357.45	20.27			0.21808	0.69121	0.67895	0.6964
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	389	162605	162804	200			0.67895	0.6964	3.38958										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	561	162804	162821	17						97.38	67.38	67.38	1.79			0.67895	0.6964	0.66986	0.62624
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	390	162821	163271	450			0.66986	0.62624	3.36785										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	562	163271	163304	33							182.13	220.92				0.66986	0.62624		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	563	163321	163371	50							63.06	74.24						0.19558	0.67539
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	391	163371	163437	67			0.19558	0.67539	3.07998										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	564	163437	163454	17							56.19	56.19				0.19558	0.67539		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	565	163504	163521	17							41.87	41.87						0.22263	0.71222
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	392	163521	163737	217			0.22263	0.71222	3.2931										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	566	163737	163754	17						70.66	147.28	147.28	3.42			0.22263	0.71222	0.26333	0.59622
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	393	163754	163920	167			0.26333	0.59622	3.4253										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	567	163920	163937	17						282.56	34.02	34.02	0.58			0.26333	0.59622	0.26801	0.6172
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	394	163937	164037	100			0.26801	0.6172	3.32166										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	568	164037	164070	33							59.17	81.21				0.26801	0.6172		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	569	164087	164104	17							30.16	30.16						0.276	0.55306
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	395	164104	164203	100			0.276	0.55306	3.28841										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	570	164203	164220	17							38.89	38.89				0.276	0.55306		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	571	164237	164320	83							228.73	325.02						0.75126	0.56721
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	396	164320	164820	500			0.75126	0.56721	3.44172										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	572	164820	164836	17						256.64	46.42	46.42	0.62			0.75126	0.56721	0.74462	0.59517
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	397	164836	164986	150			0.74462	0.59517	3.46363										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	573	164986	165036	50						61.63	58.46	97.88	3.37			0.74462	0.59517	0.80381	0.48557
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	398	165036	165319	283			0.80381	0.48557	3.5182										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	574	165319	165353	33						104.86	106.04	116.41	3.93			0.80381	0.48557	0.76358	0.33398
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	399	165353	165553	200			0.76358	0.33398	3.55488										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	575	165553	165636	83						182.71	262.52	469.23	22.28			0.76358	0.33398	0.23672	0.35891
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	400	165636	165752	117			0.23672	0.35891	3.44169										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	576	165752	165802	50						51.8	55.72	85.77	2.9			0.23672	0.35891	0.29105	0.28988
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	401	165802	165986	183			0.29105	0.28988	3.43929										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	577	165986	166036	50						197.63	49.78	82.19	2.4			0.29105	0.28988	0.23635	0.30726
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	402	166036	166169	133			0.23635	0.30726	3.369										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	578	166169	166235	67						321.82	119.32	162.94	7.69			0.23635	0.30726	0.40264	0.43803
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	403	166235	166552	316			0.40264	0.43803	3.39428										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	579	166552	166618	67						349.02	294.24	495.31	20.76			0.40264	0.43803	0.89866	0.53427
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	404	166618	167285	666			0.89866	0.53427	3.48641										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	580	167285	167318	33						279.62	43.13	47.1	2.8			0.89866	0.53427	0.91806	0.64877
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	405	167318	167884	566			0.91806	0.64877	3.61338										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	581	167884	167984	100						179.59	255.12	634.13	25.26			0.91806	0.64877	0.32631	0.64449
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	406	167984	168101	117			0.32631	0.64449	3.52179										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	582	168101	168151	50						1.74	75.48	103.05	4.38			0.32631	0.64449	0.41966	0.64165
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	407	168151	168600	450			0.41966	0.64165	3.46659										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	583	168600	168684	83							146.15	405.19				0.41966	0.64165		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	584	168700	168734	33							154.63	202.71						0.01491	0.65313
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	408	168734	168867	133			0.01491	0.65313	3.53094										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	585	168867	168900	33						34.21	61.09	63.52	2.48			0.01491	0.65313	0.06939	0.61609
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	409	168900	169117	217			0.06939	0.61609	3.52333										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	586	169117	169150	33						92.16	42.61	43.68	1.75			0.06939	0.61609	0.06658	0.54149
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	410	169150	169267	117			0.06658	0.54149	3.44233										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	587	169267	169350	83						353.51	295.86	486.95	24.49			0.06658	0.54149	0.62952	0.60553
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	411	169350	169516	167			0.62952	0.60553	3.37577										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	588	169516	169550	33						162.7	147.79	156.7	5.23			0.62952	0.60553	0.51444	0.56968
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	412	169550	169716	167			0.51444	0.56968	3.49137										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	589	169716	169750	33						307.29	33.42	35.49	1.56			0.51444	0.56968	0.54293	0.60709
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	413	169750	170099	350			0.54293	0.60709	3.56513										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	590	170099	170166	67						180.24	265.15	423.68	17.71			0.54293	0.60709	0.14015	0.60881
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	414	170166	170366	200			0.14015	0.60881	3.51923										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	591	170366	170399	33						334.48	48.29	51.19	2.09			0.14015	0.60881	0.18573	0.63057
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	415	170399	170582	183			0.18573	0.63057	3.54697										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	592	170582	170666	83						3.92	218.59	495.49	18.3			0.18573	0.63057	0.59796	0.60229
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	416	170666	170799	133			0.59796	0.60229	3.63898										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	593	170799	170832	33						69.74	46.63	50.02	2.07			0.59796	0.60229	0.62057	0.54103
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	417	170832	171315	483			0.62057	0.54103	3.54161										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Whole	594	171315	171382	67						178.4	279.51	483.65	19.28			0.62057	0.54103	0.16704	0.52834
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	418	171382	171981	600			0.16704	0.52834	3.5275										
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	595	171981	172048	67							244.17	433.93				0.16704	0.52834		
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Saccade	Partial	596	172065	172081	17							84.62	84.62						0.60889	0.51442
Recording3	Participant3	Timeline1	Entire Recording	1	Task2	Fixation	Whole	419	172081	172298	217			0.60889	0.51442	3.87497										
